triplets,co
"('1-6181C', '1-18772', 'mlg52')",1
"('1-6181C', 'mlg52', '1-18772')",1
"('1-8421C', '1-3564', '1-7176C')",1
"('1-6181C', 'mlg52', 'mlg53')",1
"('mlg75', '1-4020C', '1-8067C')",1
"('1-8067C', 'mlg76', '1-4020C')",1
"('1-8067C', 'mlg75', '1-4020C')",1
"('1-8067C', '1-4020C', 'mlg76')",1
"('1-8067C', '1-4020C', 'mlg75')",1
"('1-4020C', 'mlg76', '1-8067C')",1
"('1-4020C', 'mlg75', '1-8067C')",1
"('1-4020C', '1-8067C', 'mlg76')",1
"('1-4020C', '1-8067C', 'mlg75')",1
"('mlg75', '1-7981', '1-4943')",1
"('mlg75', '1-7981', '1-7176C')",1
"('mlg75', '1-4943', '1-7981')",1
"('mlg75', '1-4943', '1-7176C')",1
"('mlg75', '1-7176C', '1-7981')",1
"('mlg75', '1-7176C', '1-4943')",1
"('1-7981', 'mlg75', '1-4943')",1
"('1-7981', 'mlg75', '1-7176C')",1
"('1-7981', '1-4943', 'mlg75')",1
"('1-7981', '1-4943', '1-7176C')",1
"('1-7981', '1-7176C', 'mlg75')",1
"('1-7981', '1-7176C', '1-4943')",1
"('1-4943', 'mlg75', '1-7981')",1
"('1-4943', 'mlg75', '1-7176C')",1
"('mlg75', '1-8067C', '1-4020C')",1
"('mlg76', '1-4020C', '1-8067C')",1
"('mlg76', '1-8067C', '1-4020C')",1
"('1-7807C', '1-19409', '1-8068C')",1
"('1-8068C', '1-1618', '1-19409')",1
"('1-8068C', '1-1618', '1-7807C')",1
"('1-8068C', '1-7807C', '1-4126')",1
"('1-8068C', '1-7807C', '1-19409')",1
"('1-8068C', '1-7807C', '1-1618')",1
"('1-7807C', '1-4126', '1-19409')",1
"('1-7807C', '1-4126', '1-1618')",1
"('1-7807C', '1-4126', '1-8068C')",1
"('1-7807C', '1-19409', '1-4126')",1
"('1-7807C', '1-19409', '1-1618')",1
"('1-7807C', '1-1618', '1-4126')",1
"('1-6006C', '1-7140C', '1-7981')",1
"('1-7807C', '1-1618', '1-19409')",1
"('1-7807C', '1-1618', '1-8068C')",1
"('1-7807C', '1-8068C', '1-4126')",1
"('1-7807C', '1-8068C', '1-19409')",1
"('1-7807C', '1-8068C', '1-1618')",1
"('1-7981', '1-7140C', '1-6006C')",1
"('1-7981', '1-6006C', '1-7140C')",1
"('1-7140C', '1-7981', '1-6006C')",1
"('1-7140C', '1-6006C', '1-7981')",1
"('1-6006C', '1-7981', '1-7140C')",1
"('1-4943', '1-7981', 'mlg75')",1
"('1-4943', '1-7981', '1-7176C')",1
"('1-4943', '1-7176C', 'mlg75')",1
"('1-18772', '1-6181C', 'mlg52')",1
"('1-18772', 'mlg53', '1-6181C')",1
"('1-18772', 'mlg52', 'mlg53')",1
"('1-18772', 'mlg52', '1-17759')",1
"('1-18772', 'mlg52', 'mlg47')",1
"('1-18772', 'mlg52', '1-6181C')",1
"('1-18772', '1-17759', 'mlg53')",1
"('1-18772', '1-17759', 'mlg52')",1
"('1-18772', '1-17759', '1-6181C')",1
"('1-18772', 'mlg47', 'mlg52')",1
"('1-18772', '1-6181C', 'mlg53')",1
"('1-18772', '1-6181C', '1-17759')",1
"('1-18772', 'mlg53', 'mlg52')",1
"('1-17759', 'mlg53', '1-18772')",1
"('1-17759', 'mlg52', '1-18772')",1
"('1-17759', '1-18772', 'mlg53')",1
"('1-17759', '1-18772', 'mlg52')",1
"('1-17759', '1-18772', '1-6181C')",1
"('1-17759', '1-6181C', '1-18772')",1
"('mlg47', 'mlg52', '1-18772')",1
"('mlg47', '1-18772', 'mlg52')",1
"('1-6181C', 'mlg53', 'mlg52')",1
"('1-6181C', 'mlg53', '1-18772')",1
"('1-18772', 'mlg53', '1-17759')",1
"('mlg52', '1-6181C', '1-18772')",1
"('1-4943', '1-7176C', '1-7981')",1
"('mlg53', '1-18772', '1-6181C')",1
"('1-7176C', 'mlg75', '1-7981')",1
"('1-7176C', 'mlg75', '1-4943')",1
"('1-7176C', '1-7981', 'mlg75')",1
"('1-7176C', '1-7981', '1-4943')",1
"('1-7176C', '1-4943', 'mlg75')",1
"('1-7176C', '1-4943', '1-7981')",1
"('mlg53', 'mlg52', '1-18772')",1
"('mlg53', 'mlg52', '1-6181C')",1
"('mlg53', '1-18772', 'mlg52')",1
"('mlg53', '1-18772', '1-17759')",1
"('mlg53', '1-17759', '1-18772')",1
"('mlg52', '1-6181C', 'mlg53')",1
"('mlg53', '1-6181C', 'mlg52')",1
"('mlg53', '1-6181C', '1-18772')",1
"('mlg52', 'mlg53', '1-18772')",1
"('mlg52', 'mlg53', '1-6181C')",1
"('mlg52', '1-18772', 'mlg53')",1
"('mlg52', '1-18772', '1-17759')",1
"('mlg52', '1-18772', 'mlg47')",1
"('mlg52', '1-18772', '1-6181C')",1
"('mlg52', '1-17759', '1-18772')",1
"('mlg52', 'mlg47', '1-18772')",1
"('1-8551C', '1-1617', '1-8124C')",1
"('1-8551C', '1-8124C', '1-2113')",1
"('1-8551C', '1-8124C', '1-1617')",1
"('1-8124C', '1-2113', '1-1617')",1
"('1-5653', '1-7070C', '1-19443')",1
"('1-19443', 'mlg28', '1-5653')",1
"('1-19443', 'mlg28', '1-7070C')",1
"('1-19443', '1-5653', 'mlg28')",1
"('1-19443', '1-5653', '1-7070C')",1
"('1-19443', '1-7070C', 'mlg28')",1
"('1-19443', '1-7070C', '1-5653')",1
"('1-7070C', 'mlg28', '1-5653')",1
"('1-7070C', 'mlg28', '1-19443')",1
"('1-7070C', '1-5653', 'mlg28')",1
"('1-7070C', '1-5653', '1-19443')",1
"('1-7070C', '1-19443', 'mlg28')",1
"('1-7070C', '1-19443', '1-5653')",1
"('1-1404', '1-8067C', '1-5355C')",1
"('1-1404', '1-5355C', '1-8067C')",1
"('1-8067C', '1-1404', '1-5355C')",1
"('1-8067C', '1-5355C', '1-1404')",1
"('1-5355C', '1-1404', '1-8067C')",1
"('1-5355C', '1-8067C', '1-1404')",1
"('mlg13', '1-8968C', '1-1317C')",1
"('mlg13', '1-1317C', '1-8968C')",1
"('1-8968C', 'mlg13', '1-1317C')",1
"('1-8968C', '1-1317C', 'mlg13')",1
"('1-5653', '1-7070C', 'mlg28')",1
"('1-5653', '1-19443', '1-7070C')",1
"('1-5653', '1-19443', 'mlg28')",1
"('1-8420', 'mlg56', '1-8390C')",1
"('1-1637', '1-6327', '1-7140C')",1
"('1-1637', '1-19443', '1-6327')",1
"('1-1637', '1-19443', '1-7140C')",1
"('1-1637', '1-7140C', '1-6327')",1
"('1-1637', '1-7140C', '1-19443')",1
"('1-7140C', '1-6327', '1-1637')",1
"('1-7140C', '1-19443', '1-1637')",1
"('1-7140C', '1-1637', '1-6327')",1
"('1-7140C', '1-1637', '1-19443')",1
"('1-8420', '1-8390C', 'mlg56')",1
"('1-8390C', '1-8420', 'mlg56')",1
"('1-5653', 'mlg28', '1-7070C')",1
"('1-8390C', 'mlg56', '1-8420')",1
"('mlg56', '1-8420', '1-8390C')",1
"('mlg56', '1-8390C', '1-8420')",1
"('mlg28', '1-5653', '1-19443')",1
"('mlg28', '1-5653', '1-7070C')",1
"('mlg28', '1-19443', '1-5653')",1
"('mlg28', '1-19443', '1-7070C')",1
"('mlg28', '1-7070C', '1-5653')",1
"('mlg28', '1-7070C', '1-19443')",1
"('1-5653', 'mlg28', '1-19443')",1
"('1-1317C', 'mlg13', '1-8968C')",1
"('1-1317C', '1-8968C', 'mlg13')",1
"('mlg34', 'mlg03', '1-10129')",1
"('mlg01', 'mlg20', 'mlg02')",1
"('1-0129C', '1-7682C', '1-6181C')",1
"('1-0129C', '1-6181C', '1-7682C')",1
"('mlg20', 'mlg02', 'mlg01')",1
"('mlg20', 'mlg01', 'mlg02')",1
"('mlg20', 'mlg01', '1-6181C')",1
"('mlg20', '1-6181C', 'mlg01')",1
"('mlg02', 'mlg20', 'mlg01')",1
"('mlg02', 'mlg01', 'mlg20')",1
"('mlg02', 'mlg01', '1-6181C')",1
"('mlg02', '1-6181C', 'mlg01')",1
"('mlg01', 'mlg20', '1-6181C')",1
"('1-6181C', '1-7682C', '1-0129C')",1
"('mlg01', 'mlg02', 'mlg20')",1
"('mlg01', 'mlg02', '1-6181C')",1
"('mlg01', '1-6181C', 'mlg20')",1
"('mlg01', '1-6181C', 'mlg02')",1
"('1-6181C', 'mlg20', 'mlg01')",1
"('1-6181C', 'mlg02', 'mlg01')",1
"('1-6181C', 'mlg01', 'mlg20')",1
"('1-6181C', 'mlg01', 'mlg02')",1
"('1-3564', '1-8421C', '1-7176C')",1
"('1-3564', '1-7176C', '1-8421C')",1
"('1-6181C', '1-0129C', '1-7682C')",1
"('1-7682C', '1-0129C', '1-6181C')",1
"('mlg34', '1-10129', 'mlg03')",1
"('1-1196', '1-8067C', 'mlg34')",1
"('mlg03', 'mlg34', '1-10129')",1
"('mlg03', '1-10129', 'mlg34')",1
"('1-10129', 'mlg34', 'mlg03')",1
"('1-10129', 'mlg03', 'mlg34')",1
"('mlg34', '1-1196', '1-8067C')",1
"('mlg34', '1-1196', '1-1462C')",1
"('mlg34', '1-8067C', '1-1196')",1
"('mlg34', '1-1462C', '1-1196')",1
"('1-1196', 'mlg34', '1-8067C')",1
"('1-1196', 'mlg34', '1-1462C')",1
"('1-1196', '1-8067C', '1-1462C')",1
"('1-7682C', '1-6181C', '1-0129C')",1
"('1-1196', '1-1462C', 'mlg34')",1
"('1-1196', '1-1462C', '1-8067C')",1
"('1-8067C', 'mlg34', '1-1196')",1
"('1-8067C', '1-1196', 'mlg34')",1
"('1-8067C', '1-1196', '1-1462C')",1
"('1-8067C', '1-1462C', '1-1196')",1
"('1-1462C', 'mlg34', '1-1196')",1
"('1-1462C', '1-1196', 'mlg34')",1
"('1-1462C', '1-1196', '1-8067C')",1
"('1-1462C', '1-8067C', '1-1196')",1
"('1-1637', '1-6327', '1-19443')",1
"('1-19443', '1-7140C', '1-1637')",1
"('1-19443', '1-1637', '1-7140C')",1
"('mlg34', '7W2-11483', '1-7574C')",1
"('1-5888C', '1-0278C', '1-8508C')",1
"('1-0278C', '1-8508C', '1-5888C')",1
"('1-0278C', '1-5888C', '1-8508C')",1
"('mlg26', '1-20256', '1-18288')",1
"('mlg26', '1-18288', '1-20256')",1
"('1-20256', 'mlg26', '1-18288')",1
"('1-20256', '1-18288', 'mlg26')",1
"('1-18288', 'mlg26', '1-20256')",1
"('1-18288', '1-20256', 'mlg26')",1
"('mlg34', '7W2-11483', '1-2014')",1
"('mlg34', '1-2014', '7W2-11483')",1
"('1-8508C', '1-0278C', '1-5888C')",1
"('mlg34', '1-2014', '1-7574C')",1
"('mlg34', '1-7574C', '7W2-11483')",1
"('mlg34', '1-7574C', '1-2014')",1
"('7W2-11483', 'mlg34', '1-2014')",1
"('7W2-11483', 'mlg34', '1-7574C')",1
"('7W2-11483', '1-2014', 'mlg34')",1
"('7W2-11483', '1-2014', '1-7574C')",1
"('7W2-11483', '1-7574C', 'mlg34')",1
"('7W2-11483', '1-7574C', '1-2014')",1
"('1-2014', 'mlg34', '7W2-11483')",1
"('1-5888C', '1-8508C', '1-0278C')",1
"('1-8508C', '1-5888C', '1-0278C')",1
"('1-2014', '7W2-11483', 'mlg34')",1
"('1-8038', '1-9009C', 'mlg03')",1
"('1-8124C', '1-2113', '1-8551C')",1
"('1-8124C', '1-1617', '1-2113')",1
"('1-8124C', '1-1617', '1-8551C')",1
"('1-8124C', '1-8551C', '1-2113')",1
"('1-8124C', '1-8551C', '1-1617')",1
"('mlg03', '1-8038', '1-9009C')",1
"('mlg03', '1-9009C', '1-8038')",1
"('mlg03', '1-9009C', '1-1462C')",1
"('mlg03', '1-1462C', '1-9009C')",1
"('1-8038', 'mlg03', '1-9009C')",1
"('1-8038', '1-9009C', '1-1462C')",1
"('1-1462C', '1-9009C', '1-8038')",1
"('1-8038', '1-1462C', '1-9009C')",1
"('1-9009C', 'mlg03', '1-8038')",1
"('1-9009C', 'mlg03', '1-1462C')",1
"('1-9009C', '1-8038', 'mlg03')",1
"('1-9009C', '1-8038', '1-1462C')",1
"('1-9009C', '1-1462C', 'mlg03')",1
"('1-9009C', '1-1462C', '1-8038')",1
"('1-1462C', 'mlg03', '1-9009C')",1
"('1-1462C', '1-8038', '1-9009C')",1
"('1-1462C', '1-9009C', 'mlg03')",1
"('1-2014', 'mlg34', '1-7574C')",1
"('1-2014', '7W2-11483', '1-7574C')",1
"('1-19443', '1-1637', '1-6327')",1
"('1-6098C', '1-8820C', '1-4027')",1
"('1-8820C', 'mlg50', '1-6098C')",1
"('1-8820C', '1-4027', 'mlg50')",1
"('1-8820C', '1-4027', '1-6098C')",1
"('1-8820C', '1-6098C', 'mlg50')",1
"('1-8820C', '1-6098C', '1-4027')",1
"('1-6098C', 'mlg50', '1-4027')",1
"('1-6098C', 'mlg50', '1-8820C')",1
"('1-6098C', '1-4027', 'mlg50')",1
"('1-6098C', '1-4027', '1-8820C')",1
"('1-6098C', '1-8820C', 'mlg50')",1
"('mlg11', '1-9099C', '1-0205C')",1
"('1-4027', '1-6098C', '1-8820C')",1
"('mlg11', '1-0205C', '1-9099C')",1
"('1-9099C', 'mlg11', '1-0205C')",1
"('1-9099C', '1-0205C', 'mlg11')",1
"('1-0205C', 'mlg11', '1-9099C')",1
"('1-0205C', '1-9099C', 'mlg11')",1
"('1-6327', '1-19443', '1-1637')",1
"('1-6327', '1-1637', '1-19443')",1
"('1-6327', '1-1637', '1-7140C')",1
"('1-6327', '1-7140C', '1-1637')",1
"('1-19443', '1-6327', '1-1637')",1
"('1-8820C', 'mlg50', '1-4027')",1
"('1-4027', '1-6098C', 'mlg50')",1
"('1-2014', '1-7574C', 'mlg34')",1
"('1-1805', '1-1462C', 'mlg03')",1
"('1-2014', '1-7574C', '7W2-11483')",1
"('1-7574C', 'mlg34', '7W2-11483')",1
"('1-7574C', 'mlg34', '1-2014')",1
"('1-7574C', '7W2-11483', 'mlg34')",1
"('1-7574C', '7W2-11483', '1-2014')",1
"('1-7574C', '1-2014', 'mlg34')",1
"('1-7574C', '1-2014', '7W2-11483')",1
"('mlg03', '1-1805', '1-1462C')",1
"('mlg03', '1-1462C', '1-1805')",1
"('1-1805', 'mlg03', '1-1462C')",1
"('1-1462C', 'mlg03', '1-1805')",1
"('1-4027', '1-8820C', '1-6098C')",1
"('1-1462C', '1-1805', 'mlg03')",1
"('mlg50', '1-4027', '1-8820C')",1
"('mlg50', '1-4027', '1-6098C')",1
"('mlg50', '1-8820C', '1-4027')",1
"('mlg50', '1-8820C', '1-6098C')",1
"('mlg50', '1-6098C', '1-4027')",1
"('mlg50', '1-6098C', '1-8820C')",1
"('1-4027', 'mlg50', '1-8820C')",1
"('1-4027', 'mlg50', '1-6098C')",1
"('1-4027', '1-8820C', 'mlg50')",1
"('1-3604', 'mlg03', '1-1637')",1
"('1-5125', '1-0129C', '1-1637')",1
"('mlg25', '1-8836', '1-4052')",1
"('1-4747C', 'mlg66', '1-10981')",1
"('mlg22', '1-8990', '1-8810')",1
"('mlg22', '1-8810', '1-8990')",1
"('1-8990', 'mlg33', '1-8810')",1
"('1-8990', 'mlg22', '1-8810')",1
"('1-8990', '1-8810', 'mlg33')",1
"('1-8990', '1-8810', 'mlg22')",1
"('1-8810', 'mlg33', '1-8990')",1
"('1-8810', 'mlg22', '1-8990')",1
"('1-8810', '1-8990', 'mlg33')",1
"('1-8810', '1-8990', 'mlg22')",1
"('1-8995', '1-4966C', '1-4634C')",1
"('1-8995', '1-4634C', '1-4966C')",1
"('1-4966C', '1-8995', '1-4634C')",1
"('1-4966C', '1-4634C', '1-8995')",1
"('1-4634C', '1-8995', '1-4966C')",1
"('1-4634C', '1-4966C', '1-8995')",1
"('mlg18', 'mlg02', '1-7525C')",1
"('mlg18', 'mlg02', '1-0358C')",1
"('mlg18', '1-7525C', 'mlg02')",1
"('mlg18', '1-7525C', '1-0358C')",1
"('mlg18', '1-0358C', 'mlg02')",1
"('mlg18', '1-0358C', '1-7525C')",1
"('mlg02', 'mlg18', '1-7525C')",1
"('mlg33', '1-8810', '1-8990')",1
"('mlg33', '1-8990', '1-8810')",1
"('1-0278C', '1-7058C', '1-8627C')",1
"('1-8627C', '1-0278C', '1-8945')",1
"('1-8945', '1-8627C', '1-7058C')",1
"('1-8945', '1-8627C', '1-0278C')",1
"('1-8945', '1-7058C', '1-8627C')",1
"('1-8945', '1-7058C', '1-0278C')",1
"('1-8945', '1-0278C', '1-8627C')",1
"('1-8945', '1-0278C', '1-7058C')",1
"('1-8627C', '1-8945', '1-7058C')",1
"('1-8627C', '1-8945', '1-0278C')",1
"('1-8627C', '1-7058C', '1-8945')",1
"('1-8627C', '1-7058C', '1-0278C')",1
"('1-8627C', '1-0278C', '1-7058C')",1
"('1-0278C', '1-7058C', '1-8945')",1
"('1-7058C', '1-8945', '1-8627C')",1
"('1-7058C', '1-8945', '1-0278C')",1
"('1-7058C', '1-8627C', '1-8945')",1
"('1-7058C', '1-8627C', '1-0278C')",1
"('1-7058C', '1-0278C', '1-8945')",1
"('1-7058C', '1-0278C', '1-8627C')",1
"('1-0278C', '1-8945', '1-8627C')",1
"('1-0278C', '1-8945', '1-7058C')",1
"('1-0278C', '1-8627C', '1-8945')",1
"('1-0278C', '1-8627C', '1-7058C')",1
"('mlg02', 'mlg18', '1-0358C')",1
"('mlg02', '1-7525C', 'mlg18')",1
"('mlg02', '1-7525C', '1-0358C')",1
"('1-1881', '1-7176C', '1-8328C')",1
"('1-3638', '1-7176C', '1-8328C')",1
"('1-3638', '1-6098C', '1-1881')",1
"('1-3638', '1-6098C', '1-8328C')",1
"('1-1881', '1-3638', '1-8328C')",1
"('1-1881', '1-3638', '1-7176C')",1
"('1-1881', '1-3638', '1-6098C')",1
"('1-1881', '1-8328C', '1-3638')",1
"('1-1881', '1-8328C', '1-7176C')",1
"('1-1881', '1-8328C', '1-6098C')",1
"('1-1881', '1-7176C', '1-3638')",1
"('1-1881', '1-7176C', '1-6098C')",1
"('1-3638', '1-8328C', '1-6098C')",1
"('1-1881', '1-6098C', '1-3638')",1
"('1-1881', '1-6098C', '1-8328C')",1
"('1-1881', '1-6098C', '1-7176C')",1
"('1-8328C', '1-3638', '1-1881')",1
"('1-8328C', '1-3638', '1-7176C')",1
"('1-8328C', '1-3638', '1-6098C')",1
"('1-8328C', '1-1881', '1-3638')",1
"('1-8328C', '1-1881', '1-7176C')",1
"('1-8328C', '1-1881', '1-6098C')",1
"('1-8328C', '1-7176C', '1-3638')",1
"('1-3638', '1-7176C', '1-1881')",1
"('1-3638', '1-8328C', '1-7176C')",1
"('mlg02', '1-0358C', 'mlg18')",1
"('1-0358C', 'mlg02', '1-7525C')",1
"('mlg02', '1-0358C', '1-7525C')",1
"('1-7525C', 'mlg18', 'mlg02')",1
"('1-7525C', 'mlg18', '1-0358C')",1
"('1-7525C', 'mlg02', 'mlg18')",1
"('1-7525C', 'mlg02', '1-0358C')",1
"('1-7525C', '1-0358C', 'mlg18')",1
"('1-7525C', '1-0358C', 'mlg02')",1
"('1-0358C', 'mlg18', 'mlg02')",1
"('1-0358C', 'mlg18', '1-7525C')",1
"('1-0358C', 'mlg02', 'mlg18')",1
"('1-0358C', '1-7525C', 'mlg18')",1
"('1-3638', '1-8328C', '1-1881')",1
"('1-0358C', '1-7525C', 'mlg02')",1
"('mlg26', 'mlg03', '1-4114')",1
"('mlg26', '1-4114', 'mlg03')",1
"('mlg03', 'mlg26', '1-4114')",1
"('mlg03', '1-4114', 'mlg26')",1
"('1-4114', 'mlg26', 'mlg03')",1
"('1-4114', 'mlg03', 'mlg26')",1
"('1-3638', '1-1881', '1-8328C')",1
"('1-3638', '1-1881', '1-7176C')",1
"('1-3638', '1-1881', '1-6098C')",1
"('1-4747C', '1-10981', 'mlg66')",1
"('1-10981', '1-4747C', 'mlg66')",1
"('1-8328C', '1-6098C', '1-3638')",1
"('1-10981', 'mlg66', '1-4747C')",1
"('1-0292C', '1-5888C', '1-5099')",1
"('mlg75', '1-8313', '1-6561C')",1
"('mlg75', '1-6561C', '1-8313')",1
"('1-8313', 'mlg75', '1-6561C')",1
"('1-8313', '1-6561C', 'mlg75')",1
"('1-6561C', 'mlg75', '1-8313')",1
"('1-6561C', '1-8313', 'mlg75')",1
"('mlg70', 'mlg71', '1-1258C')",1
"('mlg70', '1-1258C', 'mlg71')",1
"('mlg71', 'mlg70', '1-1258C')",1
"('mlg71', '1-1258C', 'mlg70')",1
"('1-1258C', 'mlg70', 'mlg71')",1
"('1-1258C', 'mlg71', 'mlg70')",1
"('mlg75', 'mlg23', '1-1258C')",1
"('mlg75', '1-1258C', 'mlg23')",1
"('mlg23', 'mlg75', '1-1258C')",1
"('mlg23', '1-1258C', 'mlg75')",1
"('1-1258C', 'mlg75', 'mlg23')",1
"('1-1258C', 'mlg23', 'mlg75')",1
"('mlg34', 'mlg10', '1-4943')",1
"('mlg34', '1-4943', 'mlg10')",1
"('mlg10', 'mlg34', '1-4943')",1
"('mlg10', '1-4943', 'mlg34')",1
"('1-0292C', '1-5888C', 'mlg22')",1
"('1-0292C', '1-5099', '1-5888C')",1
"('1-0292C', '1-5099', 'mlg22')",1
"('1-5099', 'mlg22', '1-0292C')",1
"('1-7981', '1-1258C', 'mlg49')",1
"('1-1258C', 'mlg49', '1-7981')",1
"('1-1258C', '1-7981', 'mlg49')",1
"('mlg22', '1-5099', '1-5888C')",1
"('mlg22', '1-5099', '1-0292C')",1
"('mlg22', '1-5888C', '1-5099')",1
"('mlg22', '1-5888C', '1-0292C')",1
"('mlg22', '1-0292C', '1-5099')",1
"('mlg22', '1-0292C', '1-5888C')",1
"('1-5099', 'mlg22', '1-5888C')",1
"('1-5099', '1-5888C', 'mlg22')",1
"('1-0292C', 'mlg22', '1-5888C')",1
"('1-5099', '1-5888C', '1-0292C')",1
"('1-5099', '1-0292C', 'mlg22')",1
"('1-5099', '1-0292C', '1-5888C')",1
"('1-5888C', 'mlg22', '1-5099')",1
"('1-5888C', 'mlg22', '1-0292C')",1
"('1-5888C', '1-5099', 'mlg22')",1
"('1-5888C', '1-5099', '1-0292C')",1
"('1-5888C', '1-0292C', 'mlg22')",1
"('1-5888C', '1-0292C', '1-5099')",1
"('1-0292C', 'mlg22', '1-5099')",1
"('1-4943', 'mlg34', 'mlg10')",1
"('1-4943', 'mlg10', 'mlg34')",1
"('mlg35', '1-8914', '1-7866C')",1
"('1-8551C', '1-16923', '1-20256')",1
"('1-20256', '1-7833C', '1-16923')",1
"('1-20256', '1-7833C', '1-8551C')",1
"('1-16923', '1-20256', '1-8551C')",1
"('1-16923', '1-20256', '1-7833C')",1
"('1-16923', '1-8551C', '1-20256')",1
"('1-16923', '1-8551C', '1-7833C')",1
"('1-16923', '1-7833C', '1-20256')",1
"('1-16923', '1-7833C', '1-8551C')",1
"('1-8551C', '1-20256', '1-16923')",1
"('1-8551C', '1-20256', '1-7833C')",1
"('1-8551C', '1-16923', '1-7833C')",1
"('1-20256', '1-8551C', '1-16923')",1
"('1-8551C', '1-7833C', '1-20256')",1
"('1-8551C', '1-7833C', '1-16923')",1
"('1-7833C', '1-20256', '1-16923')",1
"('1-7833C', '1-20256', '1-8551C')",1
"('1-7833C', '1-16923', '1-20256')",1
"('1-7833C', '1-16923', '1-8551C')",1
"('1-7833C', '1-8551C', '1-20256')",1
"('1-7833C', '1-8551C', '1-16923')",1
"('mlg66', '1-10981', '1-4747C')",1
"('mlg66', '1-4747C', '1-10981')",1
"('1-20256', '1-8551C', '1-7833C')",1
"('1-20256', '1-16923', '1-7833C')",1
"('mlg35', '1-7866C', '1-8914')",1
"('mlg29', '1-3880', '1-9291C')",1
"('1-8914', 'mlg35', '1-7866C')",1
"('1-8914', '1-7866C', 'mlg35')",1
"('1-7866C', 'mlg35', '1-8914')",1
"('1-7866C', '1-8914', 'mlg35')",1
"('1-9753', '1-8836', '1-18799')",1
"('1-9753', '1-18799', '1-8836')",1
"('1-8836', '1-9753', '1-18799')",1
"('1-8836', '1-18799', '1-9753')",1
"('1-18799', '1-9753', '1-8836')",1
"('1-18799', '1-8836', '1-9753')",1
"('mlg29', '1-9291C', '1-3880')",1
"('1-20256', '1-16923', '1-8551C')",1
"('1-3880', 'mlg29', '1-9291C')",1
"('1-3880', '1-9291C', 'mlg29')",1
"('1-9291C', 'mlg29', '1-3880')",1
"('1-9291C', '1-3880', 'mlg29')",1
"('1-7981', '1-18929', '1-10574')",1
"('1-7981', '1-10574', '1-18929')",1
"('1-18929', '1-7981', '1-10574')",1
"('1-18929', '1-10574', '1-7981')",1
"('1-10574', '1-7981', '1-18929')",1
"('1-10574', '1-18929', '1-7981')",1
"('1-8328C', '1-7176C', '1-1881')",1
"('1-8328C', '1-6098C', '1-1881')",1
"('mlg20', '1-18799', '1-1605')",1
"('mlg26', '1-6458C', '1-9099')",1
"('1-8939', 'mlg26', '1-1350C')",1
"('1-8939', '1-9099', '1-7176C')",1
"('1-8939', '1-9099', '1-6458C')",1
"('1-8939', '1-9099', '1-1350C')",1
"('1-8939', '1-7176C', 'mlg26')",1
"('1-8939', '1-7176C', '1-9099')",1
"('1-8939', '1-7176C', '1-6458C')",1
"('1-8939', '1-7176C', '1-1350C')",1
"('1-8939', '1-6458C', 'mlg26')",1
"('1-8939', '1-6458C', '1-9099')",1
"('1-8939', '1-6458C', '1-7176C')",1
"('1-8939', '1-6458C', '1-1350C')",1
"('1-8939', '1-1350C', 'mlg26')",1
"('1-8939', '1-1350C', '1-9099')",1
"('1-8939', '1-1350C', '1-7176C')",1
"('1-8939', '1-1350C', '1-6458C')",1
"('1-7176C', 'mlg26', '1-9099')",1
"('1-7176C', 'mlg26', '1-8939')",1
"('1-7176C', 'mlg26', '1-6458C')",1
"('1-7176C', 'mlg26', '1-1350C')",1
"('1-7176C', '1-9099', 'mlg26')",1
"('1-7176C', '1-9099', '1-8939')",1
"('1-7176C', '1-9099', '1-6458C')",1
"('1-8939', 'mlg26', '1-6458C')",1
"('1-8939', 'mlg26', '1-7176C')",1
"('1-9099', '1-1350C', '1-6458C')",1
"('1-9099', '1-8939', '1-6458C')",1
"('mlg26', '1-6458C', '1-7176C')",1
"('mlg26', '1-6458C', '1-1350C')",1
"('mlg26', '1-1350C', '1-9099')",1
"('mlg26', '1-1350C', '1-8939')",1
"('mlg26', '1-1350C', '1-7176C')",1
"('mlg26', '1-1350C', '1-6458C')",1
"('1-9099', 'mlg26', '1-7176C')",1
"('1-9099', 'mlg26', '1-6458C')",1
"('1-9099', 'mlg26', '1-1350C')",1
"('1-9099', '1-8939', '1-7176C')",1
"('1-9099', '1-8939', '1-1350C')",1
"('1-9099', '1-1350C', '1-7176C')",1
"('1-9099', '1-7176C', 'mlg26')",1
"('1-9099', '1-7176C', '1-8939')",1
"('1-9099', '1-7176C', '1-6458C')",1
"('1-9099', '1-7176C', '1-1350C')",1
"('1-9099', '1-6458C', 'mlg26')",1
"('1-9099', '1-6458C', '1-8939')",1
"('1-9099', '1-6458C', '1-7176C')",1
"('1-9099', '1-6458C', '1-1350C')",1
"('1-9099', '1-1350C', 'mlg26')",1
"('1-9099', '1-1350C', '1-8939')",1
"('1-7176C', '1-9099', '1-1350C')",1
"('1-7176C', '1-8939', 'mlg26')",1
"('1-7176C', '1-8939', '1-9099')",1
"('1-1350C', '1-9099', '1-6458C')",1
"('1-6458C', '1-1350C', '1-9099')",1
"('1-6458C', '1-1350C', '1-8939')",1
"('1-6458C', '1-1350C', '1-7176C')",1
"('1-1350C', 'mlg26', '1-9099')",1
"('1-1350C', 'mlg26', '1-8939')",1
"('1-1350C', 'mlg26', '1-7176C')",1
"('1-1350C', 'mlg26', '1-6458C')",1
"('1-1350C', '1-9099', 'mlg26')",1
